Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,34
speak 1,A1,25
speak 1,A2,3
speak 2,Pre - A1,26
speak 2,A1,31
speak 2,A2,5
reading,Pre - A1,4
reading,A1 -,3
reading,A1,9
reading,A1 +,11
reading,A2 -,12
reading,A2,14
reading,A2 +,7
listening,Pre - A1,0
listening,A1 -,13
listening,A1,11
listening,A1 +,16
listening,A2 -,5
listening,A2,9
listening,A2 +,6
