Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,97.5,78.0
2,reading_3.1_1,93.75,75.0
3,reading_3.2_3,93.75,75.0
4,reading_3.1_4,92.5,74.0
5,reading_3.1_3,90.0,72.0
6,reading_3.1_5,90.0,72.0
7,reading_4.1_1,78.75,63.0
