Porcentaje de error de revisores,Frecuencia
1.25,7
3.75,6
2.5,5
4.5,3
31.0,2
29.0,2
3.25,2
25.5,1
24.5,1
21.5,1
25.25,1
35.0,1
40.25,1
24.75,1
6.5,1
21.25,1
25.0,1
19.75,1
24.0,1
22.25,1
41.75,1
26.5,1
43.25,1
23.5,1
27.25,1
37.5,1
42.0,1
