Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,96.97,64.0
2,reading_3.1_4,87.88,58.0
3,reading_3.1_5,87.88,58.0
4,reading_3.1_3,86.36,57.0
5,reading_3.1_1,86.36,57.0
6,reading_4.1_1,75.76,50.0
7,reading_3.2_3,69.7,46.0
