Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_4.2_1,98.18,54.0
2,reading_3.1_1,96.36,53.0
3,reading_3.1_2,96.36,53.0
4,reading_4.1_1,96.36,53.0
5,reading_3.1_5,94.55,52.0
6,reading_3.1_4,94.55,52.0
7,reading_1_1,92.73,51.0
