Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,98.11,52.0
2,reading_4.1_1,86.79,46.0
3,reading_3.1_4,84.91,45.0
4,reading_3.1_5,81.13,43.0
5,reading_3.1_2,81.13,43.0
6,reading_4.2_1,79.25,42.0
7,reading_3.1_1,79.25,42.0
