Porcentaje de error de revisores,Frecuencia
0.0,20
2.0,7
3.25,5
2.25,3
1.0,3
1.25,2
8.5,2
5.25,1
10.75,1
2.5,1
7.5,1
6.75,1
8.0,1
10.25,1
7.0,1
4.25,1
11.0,1
4.0,1
24.0,1
