Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,45.0
2,reading_3.1_4,97.78,44.0
3,reading_3.1_2,97.78,44.0
4,reading_3.1_1,95.56,43.0
5,reading_4.1_1,95.56,43.0
6,reading_3.1_5,93.33,42.0
7,reading_3.1_3,91.11,41.0
