Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,95.65,44.0
2,reading_3.1_5,93.48,43.0
3,reading_3.1_4,93.48,43.0
4,reading_3.1_3,93.48,43.0
5,reading_3.1_1,91.3,42.0
6,reading_4.2_1,89.13,41.0
7,reading_3.2_3,86.96,40.0
