Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,29
speak 1,A1,30
speak 1,A2,9
speak 2,Pre - A1,27
speak 2,A1,30
speak 2,A2,11
reading,Pre - A1,4
reading,A1 -,8
reading,A1,15
reading,A1 +,14
reading,A2 -,11
reading,A2,12
reading,A2 +,4
listening,Pre - A1,3
listening,A1 -,11
listening,A1,19
listening,A1 +,20
listening,A2 -,5
listening,A2,6
listening,A2 +,4
