Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,97.8,89.0
2,reading_4.1_1,97.8,89.0
3,reading_3.2_3,96.7,88.0
4,reading_3.1_5,96.7,88.0
5,reading_3.1_1,95.6,87.0
6,reading_3.1_3,95.6,87.0
7,reading_3.1_4,95.6,87.0
