question,number_correct_answers,percentage_correct_answers,Top
reading_3.1_1,68.0,100.0,1
reading_3.2_3,68.0,100.0,2
reading_3.1_2,68.0,100.0,3
reading_4.2_1,68.0,100.0,4
reading_3.1_4,68.0,100.0,5
reading_4.2_3,66.0,97.05882352941177,6
reading_3.1_3,66.0,97.05882352941177,7
