Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_4.2_3,100.0,53.0
2,reading_3.2_3,100.0,53.0
3,reading_3.1_5,100.0,53.0
4,reading_3.1_3,100.0,53.0
5,reading_3.1_2,100.0,53.0
6,reading_4.2_1,98.11,52.0
7,reading_4.1_1,98.11,52.0
