Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,19
speak 1,A1,24
speak 1,A2,4
speak 2,Pre - A1,28
speak 2,A1,16
speak 2,A2,3
reading,Pre - A1,3
reading,A1 -,4
reading,A1,9
reading,A1 +,13
reading,A2 -,9
reading,A2,8
reading,A2 +,1
listening,Pre - A1,0
listening,A1 -,2
listening,A1,13
listening,A1 +,17
listening,A2 -,7
listening,A2,8
listening,A2 +,0
