question,number_correct_answers,percentage_correct_answers,Top
reading_4.2_2,17.0,100.0,1
reading_3.1_5,17.0,100.0,2
reading_3.1_4,17.0,100.0,3
reading_3.1_3,17.0,100.0,4
reading_3.1_2,17.0,100.0,5
reading_3.1_1,17.0,100.0,6
reading_3.2_3,17.0,100.0,7
