Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,32
speak 1,A1,2
speak 1,A2,0
speak 2,Pre - A1,32
speak 2,A1,2
speak 2,A2,0
reading,Pre - A1,11
reading,A1 -,5
reading,A1,4
reading,A1 +,9
reading,A2 -,4
reading,A2,0
reading,A2 +,1
listening,Pre - A1,0
listening,A1 -,7
listening,A1,10
listening,A1 +,12
listening,A2 -,4
listening,A2,1
listening,A2 +,0
