Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,58.0
2,reading_3.1_2,100.0,58.0
3,reading_3.1_4,94.83,55.0
4,reading_3.1_1,94.83,55.0
5,reading_3.1_5,93.1,54.0
6,reading_3.1_3,93.1,54.0
7,reading_4.2_1,84.48,49.0
