Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,14
speak 1,A1,25
speak 1,A2,0
speak 2,Pre - A1,16
speak 2,A1,23
speak 2,A2,0
reading,Pre - A1,1
reading,A1 -,2
reading,A1,5
reading,A1 +,6
reading,A2 -,8
reading,A2,11
reading,A2 +,6
listening,Pre - A1,1
listening,A1 -,7
listening,A1,10
listening,A1 +,9
listening,A2 -,6
listening,A2,3
listening,A2 +,3
