Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,5
speak 1,A1,9
speak 1,A2,45
speak 2,Pre - A1,6
speak 2,A1,10
speak 2,A2,43
reading,Pre - A1,0
reading,A1 -,1
reading,A1,2
reading,A1 +,1
reading,A2 -,15
reading,A2,30
reading,A2 +,10
listening,Pre - A1,0
listening,A1 -,0
listening,A1,2
listening,A1 +,12
listening,A2 -,7
listening,A2,15
listening,A2 +,23
