Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,97.0,97.0
2,reading_3.2_3,97.0,97.0
3,reading_3.1_5,97.0,97.0
4,reading_3.1_1,95.0,95.0
5,reading_3.1_4,94.0,94.0
6,reading_4.2_1,94.0,94.0
7,reading_3.1_3,94.0,94.0
