Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.77,1370.0
2,reading_3.1_1,96.4,1337.0
3,reading_3.1_4,95.82,1329.0
4,reading_3.1_5,95.82,1329.0
5,reading_3.1_3,95.03,1318.0
6,reading_3.2_3,91.78,1273.0
7,reading_4.1_1,90.7,1258.0
