question,number_correct_answers,percentage_correct_answers,Top
reading_3.1_2,493.0,98.40319361277446,1
reading_3.1_4,469.0,93.6127744510978,2
reading_3.1_1,465.0,92.81437125748504,3
reading_3.1_5,463.0,92.41516966067864,4
reading_3.1_3,463.0,92.41516966067864,5
reading_3.2_3,453.0,90.41916167664671,6
listening_4_1,433.0,86.42714570858283,7
