Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,282
speak 1,A1,395
speak 1,A2,163
speak 2,Pre - A1,268
speak 2,A1,423
speak 2,A2,149
reading,Pre - A1,56
reading,A1 -,65
reading,A1,146
reading,A1 +,140
reading,A2 -,165
reading,A2,170
reading,A2 +,97
listening,Pre - A1,15
listening,A1 -,112
listening,A1,192
listening,A1 +,217
listening,A2 -,106
listening,A2,119
listening,A2 +,75
