Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.1_2,98.69,829.0
2,reading_3.1_1,95.95,806.0
3,reading_3.1_4,95.36,801.0
4,reading_3.2_3,94.76,796.0
5,reading_3.1_5,94.64,795.0
6,reading_3.1_3,93.81,788.0
7,reading_4.1_1,90.95,764.0
