Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,2031
speak 1,A1,2904
speak 1,A2,1366
speak 2,Pre - A1,1947
speak 2,A1,3015
speak 2,A2,1339
reading,Pre - A1,418
reading,A1 -,464
reading,A1,1004
reading,A1 +,1000
reading,A2 -,1238
reading,A2,1381
reading,A2 +,756
listening,Pre - A1,140
listening,A1 -,750
listening,A1,1328
listening,A1 +,1601
listening,A2 -,861
listening,A2,952
listening,A2 +,640
