Porcentaje de error de revisores,Frecuencia
17.75,3
13.25,3
51.75,2
5.75,2
53.75,2
45.0,2
12.5,2
20.75,1
25.75,1
55.75,1
16.5,1
48.0,1
35.25,1
19.25,1
24.5,1
21.0,1
52.5,1
32.5,1
10.25,1
44.75,1
44.0,1
1.25,1
30.0,1
41.0,1
6.25,1
40.5,1
32.75,1
53.0,1
51.0,1
49.75,1
48.5,1
42.0,1
7.25,1
43.75,1
5.25,1
39.25,1
50.0,1
19.75,1
20.25,1
31.25,1
16.25,1
17.0,1
11.75,1
