Top,Pregunta,Porcentaje de respuestas correctas,Número de respuestas correctas
1,reading_3.2_3,100.0,100.0
2,reading_3.1_2,99.0,99.0
3,reading_3.1_3,98.0,98.0
4,reading_4.2_1,98.0,98.0
5,reading_3.1_4,98.0,98.0
6,reading_3.1_5,98.0,98.0
7,reading_4.1_1,97.0,97.0
