Sección,Calificación,Cantidad de alumnos con esa calificación
speak 1,Pre - A1,392
speak 1,A1,238
speak 1,A2,159
speak 2,Pre - A1,375
speak 2,A1,263
speak 2,A2,151
reading,Pre - A1,72
reading,A1 -,64
reading,A1,125
reading,A1 +,125
reading,A2 -,136
reading,A2,173
reading,A2 +,87
listening,Pre - A1,24
listening,A1 -,93
listening,A1,162
listening,A1 +,172
listening,A2 -,110
listening,A2,121
listening,A2 +,104
